OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost
SO - 0005499,2017-07-05,145,Wholesale,USD,NXH382,62,26,12,2546.0,30552.0,1934.96
SO - 0007398,2017-07-05,28,Wholesale,USD,NXH382,604,26,12,241.20000000000002,2894.4,127.83600000000001
SO - 0009917,2017-07-05,89,Wholesale,USD,AXW291,370,25,12,2666.6,31999.199999999997,1626.626
SO - 0008891,2017-07-05,39,Distributor,USD,NXH382,564,20,9,971.5,8743.5,816.06
SO - 0002354,2017-07-05,10,Distributor,USD,GUT930,448,13,6,2278.0,13668.0,1344.02
SO - 0002791,2017-07-05,138,Distributor,USD,FLR025,583,3,10,1092.1000000000001,10921.000000000002,851.8380000000001
SO - 0003276,2017-07-05,135,Wholesale,USD,NXH382,256,13,8,6170.7,49365.6,4010.955
SO - 0006299,2017-07-05,29,Distributor,USD,AXW291,693,15,6,3705.1,22230.6,2482.417
SO - 0008682,2017-07-05,135,Wholesale,USD,AXW291,951,4,8,3819.0,30552.0,2635.1099999999997
SO - 0009713,2017-07-05,172,Export,USD,NXH382,634,11,11,2278.0,25058.0,1047.88
SO - 000362,2017-07-05,172,Wholesale,USD,NXH382,643,5,10,1031.8,10318.0,773.8499999999999
SO - 0001614,2017-07-05,143,Distributor,USD,GUT930,147,2,8,723.6,5788.8,376.27200000000005
SO - 0004156,2017-07-05,18,Wholesale,USD,GUT930,993,2,9,2680.0,24120.0,2144.0
SO - 0004185,2017-07-05,95,Distributor,USD,GUT930,565,13,6,3932.9,23597.4,1612.489
SO - 0004814,2017-07-05,173,Distributor,USD,GUT930,929,13,8,1078.7,8629.6,809.0250000000001
SO - 0006475,2017-07-05,113,Distributor,USD,NXH382,295,23,7,1259.6000000000001,8817.2,617.2040000000001
SO - 0001242,2017-07-05,17,Wholesale,USD,NXH382,762,11,12,844.2,10130.400000000001,388.33200000000005
SO - 0001450,2017-07-05,55,Wholesale,USD,FLR025,867,11,9,750.4,6753.599999999999,405.216
SO - 0002886,2017-07-05,7,Export,USD,GUT930,449,26,6,2760.4,16562.4,2153.112
SO - 0003538,2017-07-05,90,Wholesale,USD,AXW291,709,4,11,1051.9,11570.900000000001,831.0010000000001
SO - 0003551,2017-07-05,52,Wholesale,USD,AXW291,857,13,8,5420.3,43362.4,3577.398
SO - 0004106,2017-07-05,133,Distributor,USD,AXW291,803,17,11,3765.4,41419.4,2824.05
SO - 0010110,2017-07-05,165,Wholesale,USD,AXW291,229,18,9,5293.0,47637.0,3334.59
SO - 000172,2017-07-05,125,Wholesale,USD,AXW291,862,17,6,1005.0,6030.0,743.7
SO - 0001208,2017-07-05,64,Distributor,USD,FLR025,184,25,5,1936.3,9681.5,1277.958
SO - 0001811,2017-07-05,128,Wholesale,USD,GUT930,729,25,9,1112.2,10009.800000000001,611.71
SO - 0006209,2017-07-05,154,Export,USD,NXH382,15,22,6,3457.2000000000003,20743.2,2938.6200000000003
SO - 0007887,2017-07-05,18,Wholesale,USD,AXW291,79,14,5,3966.4,19832.0,2062.5280000000002
SO - 0007919,2017-07-05,73,Distributor,USD,AXW291,83,27,11,254.6,2800.6,145.12199999999999
SO - 0009055,2017-07-05,134,Distributor,USD,GUT930,670,25,5,2566.1,12830.5,1796.2699999999998
SO - 0008290,2017-07-05,161,Distributor,USD,AXW291,534,18,8,2559.4,20475.2,1945.144
SO - 000884,2017-07-05,73,Distributor,USD,NXH382,728,26,9,5380.1,48420.9,3174.259
SO - 0002916,2017-07-05,81,Wholesale,USD,AXW291,729,29,12,3865.9,46390.8,1662.337
SO - 0003785,2017-07-05,16,Distributor,USD,GUT930,160,15,12,1815.7,21788.4,1143.891
SO - 0005478,2017-07-05,147,Export,USD,AXW291,18,25,10,1031.8,10318.0,453.99199999999996
SO - 0009250,2017-07-05,47,Distributor,USD,AXW291,705,14,7,2345.0,16415.0,1899.45
SO - 0005700,2017-07-06,24,Wholesale,USD,NXH382,781,4,7,1058.6000000000001,7410.200000000001,455.19800000000004
SO - 0006966,2017-07-06,174,Wholesale,USD,NXH382,300,20,5,1025.1000000000001,5125.500000000001,420.29100000000005
SO - 0007836,2017-07-06,30,Wholesale,USD,NXH382,944,20,6,1829.1000000000001,10974.6,1371.825
SO - 0009462,2017-07-06,151,Wholesale,USD,AXW291,109,27,8,247.9,1983.2,114.034
SO - 0008092,2017-07-06,52,Wholesale,USD,AXW291,256,5,7,1038.5,7269.5,498.47999999999996
SO - 0008507,2017-07-06,77,Export,USD,FLR025,111,15,5,1058.6000000000001,5293.000000000001,889.224
SO - 0009444,2017-07-06,38,Wholesale,USD,AXW291,93,25,7,2546.0,17822.0,1196.62
SO - 000320,2017-07-06,59,Distributor,USD,GUT930,198,25,8,2519.2000000000003,20153.600000000002,2040.5520000000004
SO - 0001029,2017-07-06,43,Distributor,USD,NXH382,665,15,8,3892.7000000000003,31141.600000000002,2257.766
SO - 0001577,2017-07-06,170,Wholesale,USD,AXW291,91,12,7,891.1,6237.7,365.351
SO - 0001774,2017-07-06,56,Wholesale,USD,GUT930,759,20,5,5105.400000000001,25527.000000000004,3982.2120000000004
SO - 0002454,2017-07-06,170,Distributor,USD,NXH382,605,2,10,938.0,9380.0,450.24
SO - 0004933,2017-07-06,163,Wholesale,USD,AXW291,432,25,11,857.6,9433.6,420.224
SO - 0006565,2017-07-06,9,Distributor,USD,AXW291,56,28,5,3926.2000000000003,19631.0,3140.9600000000005
SO - 0006657,2017-07-06,101,Wholesale,USD,GUT930,325,20,5,3792.2000000000003,18961.0,2919.994
SO - 0010417,2017-07-06,142,Wholesale,USD,AXW291,788,25,6,3892.7000000000003,23356.2,2880.598
SO - 0002894,2017-07-06,68,Distributor,USD,FLR025,506,21,5,1306.5,6532.5,548.73
SO - 0004177,2017-07-06,128,Wholesale,USD,NXH382,211,30,10,1896.1000000000001,18961.0,1004.9330000000001
SO - 0005117,2017-07-06,57,Wholesale,USD,NXH382,975,4,12,1701.8,20421.6,1021.0799999999999
SO - 0006474,2017-07-06,23,Distributor,USD,AXW291,723,15,7,6217.6,43523.200000000004,4974.080000000001
SO - 0007217,2017-07-06,146,Distributor,USD,FLR025,268,9,11,1011.7,11128.7,789.1260000000001
SO - 0007370,2017-07-06,5,Distributor,USD,AXW291,480,20,5,3859.2000000000003,19296.0,2469.8880000000004
SO - 0007561,2017-07-06,123,Wholesale,USD,FLR025,755,16,6,2626.4,15758.400000000001,1680.8960000000002
SO - 0008501,2017-07-06,10,Wholesale,USD,AXW291,864,27,7,2525.9,17681.3,1338.727
SO - 0009603,2017-07-06,28,Distributor,USD,NXH382,659,23,5,2237.8,11189.0,939.8760000000001
SO - 0008771,2017-07-06,7,Wholesale,USD,GUT930,92,15,7,1065.3,7457.099999999999,767.016
SO - 000181,2017-07-06,150,Distributor,USD,GUT930,800,14,6,1333.3,7999.799999999999,866.645
SO - 000209,2017-07-06,166,Wholesale,USD,FLR025,352,3,6,1058.6000000000001,6351.6,772.7780000000001
SO - 000950,2017-07-06,79,Distributor,USD,AXW291,591,16,7,830.8000000000001,5815.6,515.096
SO - 0003727,2017-07-06,112,Distributor,USD,AXW291,390,4,8,180.9,1447.2,115.77600000000001
SO - 0005515,2017-07-06,23,Distributor,USD,GUT930,876,5,5,3872.6,19363.0,1897.5739999999998
SO - 0006168,2017-07-06,24,Wholesale,USD,AXW291,449,7,6,3946.3,23677.800000000003,2525.632
SO - 0006965,2017-07-06,97,Distributor,USD,GUT930,562,6,10,207.70000000000002,2077.0,128.774
SO - 0007862,2017-07-06,129,Distributor,USD,AXW291,929,7,8,804.0,6432.0,329.64
SO - 0009163,2017-07-06,140,Export,USD,NXH382,140,23,7,201.0,1407.0,84.42
SO - 0010342,2017-07-06,71,Wholesale,USD,AXW291,268,5,9,1916.2,17245.8,1034.748
SO - 000987,2017-07-06,31,Distributor,USD,GUT930,566,27,9,964.8000000000001,8683.2,627.1200000000001
SO - 0002279,2017-07-06,2,Wholesale,USD,AXW291,799,4,9,5601.2,50410.799999999996,3080.6600000000003
SO - 0002730,2017-07-06,164,Wholesale,USD,NXH382,139,25,8,187.6,1500.8,91.92399999999999
SO - 0003044,2017-07-06,49,Wholesale,USD,AXW291,699,26,9,6023.3,54209.700000000004,2770.7180000000003
SO - 0006742,2017-07-06,71,Distributor,USD,FLR025,226,5,12,2231.1,26773.199999999997,1762.569
SO - 0008366,2017-07-06,44,Wholesale,USD,AXW291,195,15,8,3906.1,31248.8,2812.392
SO - 0010010,2017-07-06,18,Wholesale,USD,GUT930,100,14,5,891.1,4455.5,623.77
SO - 0008298,2017-07-06,99,Export,USD,GUT930,640,5,5,5098.7,25493.5,3365.142
SO - 0009760,2017-07-06,146,Wholesale,USD,GUT930,183,4,8,2472.3,19778.4,988.9200000000001
SO - 000971,2017-07-07,23,Wholesale,USD,NXH382,247,1,5,871.0,4355.0,557.44
SO - 0002035,2017-07-07,117,Distributor,USD,NXH382,432,10,11,3973.1,43704.1,3257.9419999999996
SO - 0003157,2017-07-07,144,Wholesale,USD,NXH382,424,25,11,2566.1,28227.1,1616.643
SO - 0007932,2017-07-07,92,Wholesale,USD,NXH382,737,4,6,268.0,1608.0,219.76
SO - 0010598,2017-07-07,134,Wholesale,USD,NXH382,110,8,9,1078.7,9708.300000000001,765.877
SO - 0009770,2017-07-07,112,Distributor,USD,AXW291,495,3,7,241.20000000000002,1688.4,178.488
SO - 0002497,2017-07-07,160,Wholesale,USD,NXH382,534,5,9,1976.5,17788.5,849.895
SO - 0002720,2017-07-07,43,Distributor,USD,FLR025,751,18,6,3906.1,23436.6,3163.9410000000003
SO - 0004447,2017-07-07,75,Wholesale,USD,AXW291,277,30,12,1005.0,12060.0,623.1
SO - 0004627,2017-07-07,91,Wholesale,USD,FLR025,613,6,8,1005.0,8040.0,542.7
SO - 0005734,2017-07-07,162,Wholesale,USD,AXW291,562,15,9,917.9,8261.1,468.129
SO - 0006465,2017-07-07,42,Export,USD,GUT930,769,1,8,3999.9,31999.2,2159.9460000000004
SO - 0006627,2017-07-07,52,Wholesale,USD,AXW291,170,20,5,1232.8,6164.0,875.2879999999999
SO - 0009720,2017-07-07,144,Distributor,USD,AXW291,344,5,7,1025.1000000000001,7175.700000000001,420.29100000000005
SO - 000528,2017-07-07,136,Wholesale,USD,NXH382,400,18,7,1031.8,7222.599999999999,464.31
SO - 0001021,2017-07-07,28,Wholesale,USD,AXW291,424,2,6,1051.9,6311.400000000001,757.368
SO - 0001470,2017-07-07,4,Distributor,USD,AXW291,953,6,9,958.1,8622.9,785.6419999999999
SO - 0001513,2017-07-07,138,Wholesale,USD,NXH382,985,25,7,1165.8,8160.599999999999,594.558
SO - 0002820,2017-07-07,85,Export,USD,GUT930,700,5,11,1112.2,12234.2,811.9060000000001
SO - 0006423,2017-07-07,151,Wholesale,USD,NXH382,70,4,7,2264.6,15852.199999999999,1789.034
SO - 0006878,2017-07-07,24,Wholesale,USD,NXH382,634,6,5,2733.6,13668.0,1448.808
SO - 0010382,2017-07-07,169,Distributor,USD,GUT930,364,27,12,214.4,2572.8,120.06400000000002
SO - 0002901,2017-07-07,40,Wholesale,USD,NXH382,578,25,9,261.3,2351.7000000000003,198.58800000000002
SO - 0003516,2017-07-07,84,Export,USD,AXW291,670,4,9,1085.4,9768.6,434.1600000000001
SO - 0005006,2017-07-07,113,Distributor,USD,AXW291,365,4,9,1989.9,17909.100000000002,1392.93
SO - 0005015,2017-07-07,135,Wholesale,USD,FLR025,812,5,11,1688.4,18572.4,894.8520000000001
SO - 0005272,2017-07-07,47,Distributor,USD,AXW291,564,28,12,174.20000000000002,2090.4,123.682
SO - 0006281,2017-07-07,126,Wholesale,USD,FLR025,954,1,5,1788.9,8944.5,983.8950000000001
SO - 0007254,2017-07-07,21,Export,USD,AXW291,37,21,9,1273.0,11457.0,814.72
SO - 0010220,2017-07-07,100,Wholesale,USD,AXW291,477,26,7,2345.0,16415.0,1219.4
SO - 0009848,2017-07-07,45,Distributor,USD,FLR025,803,25,11,830.8000000000001,9138.800000000001,548.3280000000001
SO - 0010131,2017-07-07,14,Wholesale,USD,GUT930,791,17,7,5654.8,39583.6,3279.784
SO - 000350,2017-07-07,30,Distributor,USD,NXH382,102,13,12,1949.7,23396.4,1520.766
SO - 000836,2017-07-07,42,Distributor,USD,GUT930,800,5,5,944.7,4723.5,736.8660000000001
SO - 0001792,2017-07-07,116,Distributor,USD,AXW291,519,25,7,2519.2000000000003,17634.4,1007.6800000000002
SO - 0002338,2017-07-07,85,Wholesale,USD,GUT930,835,5,11,254.6,2800.6,178.22
SO - 0004146,2017-07-07,122,Export,USD,GUT930,656,5,11,3725.2000000000003,40977.200000000004,2458.6320000000005
SO - 0007081,2017-07-07,91,Wholesale,USD,AXW291,311,25,7,911.2,6378.400000000001,646.952
SO - 0007742,2017-07-07,134,Distributor,USD,NXH382,699,13,9,6043.400000000001,54390.600000000006,2598.6620000000003
SO - 0008178,2017-07-07,55,Wholesale,USD,NXH382,421,18,6,1139.0,6834.0,717.57
SO - 0004160,2017-07-07,142,Distributor,USD,AXW291,771,17,12,2385.2000000000003,28622.4,1073.3400000000001
SO - 0006019,2017-07-07,9,Wholesale,USD,AXW291,616,3,6,3879.3,23275.800000000003,1823.271
SO - 0008277,2017-07-07,101,Export,USD,NXH382,73,5,12,964.8000000000001,11577.6,472.752
SO - 0009353,2017-07-07,148,Wholesale,USD,AXW291,691,4,5,3544.3,17721.5,1524.049
SO - 0001961,2017-07-08,41,Export,USD,NXH382,63,10,12,1051.9,12622.800000000001,662.6970000000001
SO - 0002668,2017-07-08,21,Distributor,USD,NXH382,690,30,10,1996.6000000000001,19966.0,1557.3480000000002
SO - 0003192,2017-07-08,157,Distributor,USD,NXH382,282,5,8,214.4,1715.2,150.07999999999998
SO - 0004000,2017-07-08,70,Distributor,USD,NXH382,13,1,9,247.9,2231.1,176.009
SO - 0010270,2017-07-08,173,Wholesale,USD,AXW291,511,22,10,703.5,7035.0,464.31
SO - 0009539,2017-07-08,133,Export,USD,GUT930,376,2,11,857.6,9433.6,514.56
SO - 0002317,2017-07-08,157,Wholesale,USD,NXH382,367,13,5,1005.0,5025.0,633.15
SO - 0002754,2017-07-08,158,Wholesale,USD,AXW291,580,6,11,6371.7,70088.7,5033.643
SO - 0003025,2017-07-08,149,Export,USD,AXW291,568,15,9,1098.8,9889.199999999999,461.496
SO - 0004783,2017-07-08,125,Wholesale,USD,AXW291,153,26,11,3162.4,34786.4,1676.0720000000001
SO - 0004999,2017-07-08,81,Wholesale,USD,NXH382,450,16,9,6277.900000000001,56501.100000000006,4520.088000000001
SO - 0005186,2017-07-08,14,Distributor,USD,FLR025,349,25,10,6123.8,61238.0,3919.232
SO - 0005578,2017-07-08,19,Distributor,USD,GUT930,458,5,10,2613.0,26130.0,1332.63
SO - 0006282,2017-07-08,41,Wholesale,USD,AXW291,153,5,9,3959.7000000000003,35637.3,2336.223
SO - 0001984,2017-07-08,166,Export,USD,AXW291,693,20,12,2405.3,28863.600000000002,1803.9750000000001
SO - 0002297,2017-07-08,16,Wholesale,USD,FLR025,141,27,5,1788.9,8944.5,1377.4530000000002
SO - 0003308,2017-07-08,7,Wholesale,USD,AXW291,766,11,6,167.5,1005.0,93.80000000000001
SO - 0003816,2017-07-08,146,Wholesale,USD,GUT930,427,16,10,3912.8,39128.0,1799.8880000000001
SO - 0007103,2017-07-08,118,Wholesale,USD,AXW291,504,26,12,3825.7000000000003,45908.4,2869.275
SO - 0008066,2017-07-08,157,Distributor,USD,AXW291,51,24,10,3906.1,39061.0,3281.124
SO - 0009879,2017-07-08,132,Wholesale,USD,NXH382,273,4,11,1802.3,19825.3,1063.357
SO - 000732,2017-07-08,106,Wholesale,USD,AXW291,465,26,7,4013.3,28093.100000000002,3090.241
SO - 0008046,2017-07-08,22,Distributor,USD,AXW291,979,15,9,1949.7,17547.3,857.868
SO - 0010049,2017-07-08,82,Distributor,USD,AXW291,86,14,5,201.0,1005.0,158.79000000000002
SO - 0008115,2017-07-08,23,Wholesale,USD,NXH382,16,20,9,1065.3,9587.699999999999,521.997
SO - 0009409,2017-07-08,4,Wholesale,USD,AXW291,952,15,9,3805.6,34250.4,1598.3519999999999
SO - 000360,2017-07-08,47,Wholesale,USD,AXW291,628,19,9,1252.9,11276.1,651.508
SO - 0001106,2017-07-08,148,Wholesale,USD,FLR025,55,14,12,1118.9,13426.800000000001,749.6630000000001
SO - 0002703,2017-07-08,108,Wholesale,USD,AXW291,627,7,8,2854.2000000000003,22833.600000000002,1427.1000000000001
SO - 0002888,2017-07-08,42,Wholesale,USD,AXW291,795,9,11,3832.4,42156.4,2107.82
SO - 0004262,2017-07-08,123,Wholesale,USD,NXH382,299,5,8,5286.3,42290.4,2590.2870000000003
SO - 0007368,2017-07-08,169,Wholesale,USD,AXW291,706,2,11,5896.0,64856.0,3183.84
SO - 0010647,2017-07-08,147,Distributor,USD,NXH382,922,14,7,5648.1,39536.700000000004,3501.822
SO - 000383,2017-07-08,42,Distributor,USD,AXW291,376,4,12,167.5,2010.0,70.35
SO - 0001906,2017-07-08,48,Wholesale,USD,AXW291,400,5,11,1293.1000000000001,14224.100000000002,1021.5490000000002
SO - 0002000,2017-07-08,168,Wholesale,USD,GUT930,133,25,5,3872.6,19363.0,2284.834
SO - 0004343,2017-07-08,122,Wholesale,USD,GUT930,713,5,7,1078.7,7550.900000000001,647.22
SO - 0005354,2017-07-08,148,Wholesale,USD,GUT930,76,24,6,891.1,5346.6,588.1260000000001
SO - 0005522,2017-07-08,108,Wholesale,USD,AXW291,353,23,12,1922.9,23074.800000000003,788.389
SO - 0006658,2017-07-08,97,Wholesale,USD,AXW291,382,10,7,1809.0,12663.0,1139.67
SO - 0006785,2017-07-08,164,Wholesale,USD,GUT930,885,30,10,1273.0,12730.0,801.99
SO - 0008778,2017-07-08,106,Wholesale,USD,NXH382,37,15,11,1185.9,13044.900000000001,794.5530000000001
SO - 0002366,2017-07-09,154,Wholesale,USD,NXH382,287,1,11,194.3,2137.3,141.839
SO - 0002786,2017-07-09,16,Distributor,USD,NXH382,381,26,5,3685.0,18425.0,2726.9
SO - 0003619,2017-07-09,90,Wholesale,USD,NXH382,737,4,10,2539.3,25393.0,2082.226
SO - 0005178,2017-07-09,31,Wholesale,USD,NXH382,183,25,9,1862.6000000000001,16763.4,1192.064
SO - 0005729,2017-07-09,146,Wholesale,USD,NXH382,993,13,10,3825.7000000000003,38257.0,1836.336
SO - 0007022,2017-07-09,83,Distributor,USD,NXH382,58,25,9,2432.1,21888.899999999998,1556.5439999999999
SO - 0007596,2017-07-09,10,Wholesale,USD,NXH382,550,25,10,2217.7000000000003,22177.000000000004,1153.2040000000002
SO - 0009002,2017-07-09,65,Distributor,USD,AXW291,479,12,9,2994.9,26954.100000000002,2126.379
SO - 0001355,2017-07-09,60,Wholesale,USD,FLR025,147,26,6,3946.3,23677.800000000003,3314.892
SO - 0002074,2017-07-09,85,Wholesale,USD,AXW291,728,25,10,5594.5,55945.0,2517.525
SO - 0003890,2017-07-09,67,Wholesale,USD,AXW291,420,14,12,917.9,11014.8,614.993
SO - 0004809,2017-07-09,153,Wholesale,USD,AXW291,455,16,12,2385.2000000000003,28622.4,1311.8600000000004
SO - 0005857,2017-07-09,15,Wholesale,USD,AXW291,717,26,9,1072.0,9648.0,600.32
SO - 0007069,2017-07-09,151,Distributor,USD,NXH382,758,1,11,241.20000000000002,2653.2000000000003,161.604
SO - 0009262,2017-07-09,159,Distributor,USD,GUT930,333,25,8,2639.8,21118.4,1689.4720000000002
SO - 0008382,2017-07-09,59,Distributor,USD,GUT930,957,23,9,743.7,6693.3,312.354
SO - 0003881,2017-07-09,163,Wholesale,USD,AXW291,723,17,10,857.6,8576.0,651.7760000000001
SO - 0005674,2017-07-09,53,Distributor,USD,AXW291,431,25,11,234.5,2579.5,187.60000000000002
SO - 0008237,2017-07-09,63,Wholesale,USD,NXH382,496,25,9,3919.5,35275.5,2586.8700000000003
SO - 0009542,2017-07-09,18,Export,USD,AXW291,186,27,12,2532.6,30391.199999999997,2000.754
SO - 0009952,2017-07-09,49,Distributor,USD,NXH382,152,25,8,261.3,2090.4,154.167
SO - 000316,2017-07-09,21,Wholesale,USD,AXW291,98,10,5,3939.6,19698.0,1969.8
SO - 0004064,2017-07-09,80,Distributor,USD,AXW291,913,26,8,6559.3,52474.4,4132.359
SO - 0004672,2017-07-09,164,Distributor,USD,AXW291,927,13,6,1721.9,10331.400000000001,929.8260000000001
SO - 0005172,2017-07-09,124,Wholesale,USD,AXW291,166,16,9,1340.0,12060.0,978.1999999999999
SO - 0006304,2017-07-09,58,Wholesale,USD,AXW291,567,20,8,2492.4,19939.2,2043.768
SO - 0008528,2017-07-09,37,Wholesale,USD,FLR025,222,13,5,1232.8,6164.0,715.0239999999999
SO - 000435,2017-07-09,119,Export,USD,AXW291,115,13,12,3061.9,36742.8,2051.473
SO - 000457,2017-07-09,162,Wholesale,USD,NXH382,565,12,9,1822.4,16401.600000000002,1184.5600000000002
SO - 0002286,2017-07-09,170,Wholesale,USD,GUT930,750,12,5,221.1,1105.5,95.073
SO - 0002287,2017-07-09,109,Distributor,USD,AXW291,745,26,10,187.6,1876.0,93.8
SO - 0004791,2017-07-09,81,Wholesale,USD,AXW291,544,17,6,3912.8,23476.800000000003,3208.496
SO - 0007662,2017-07-09,18,Distributor,USD,AXW291,494,5,8,3859.2000000000003,30873.600000000002,2083.9680000000003
SO - 0009939,2017-07-09,4,Export,USD,AXW291,549,13,11,2385.2000000000003,26237.200000000004,1765.0480000000002
SO - 0008832,2017-07-09,150,Distributor,USD,AXW291,858,30,11,207.70000000000002,2284.7000000000003,114.23500000000001
SO - 0009409,2017-07-09,4,Wholesale,USD,AXW291,933,15,9,3805.6,34250.4,1598.3519999999999
SO - 0010651,2017-07-09,141,Wholesale,USD,NXH382,376,20,9,1139.0,10251.0,592.28
SO - 000985,2017-07-09,90,Distributor,USD,AXW291,985,17,6,207.70000000000002,1246.2,153.698
SO - 0002768,2017-07-09,13,Wholesale,USD,AXW291,538,5,11,5494.0,60434.0,3296.4
SO - 0002791,2017-07-09,138,Distributor,USD,FLR025,168,3,10,1092.1000000000001,10921.000000000002,851.8380000000001
SO - 0003167,2017-07-09,93,Export,USD,FLR025,135,15,11,2619.7000000000003,28816.700000000004,1231.259
SO - 0006264,2017-07-09,4,Export,USD,GUT930,616,3,9,2425.4,21828.600000000002,1115.6840000000002
SO - 0006995,2017-07-09,45,Wholesale,USD,GUT930,200,15,9,1105.5,9949.5,895.455
SO - 0007081,2017-07-09,91,Wholesale,USD,AXW291,800,25,7,911.2,6378.400000000001,646.952
SO - 0010531,2017-07-09,134,Wholesale,USD,GUT930,634,5,9,1949.7,17547.3,1072.335
SO - 0008746,2017-07-09,128,Distributor,USD,AXW291,146,16,10,2244.5,22445.0,920.2449999999999
SO - 0009679,2017-07-09,121,Export,USD,GUT930,770,19,7,3939.6,27577.2,2087.9880000000003
SO - 000495,2017-07-10,20,Wholesale,USD,NXH382,854,4,11,6405.2,70457.2,3138.548
SO - 0002444,2017-07-10,115,Wholesale,USD,NXH382,395,23,5,917.9,4589.5,440.592
SO - 0004076,2017-07-10,103,Distributor,USD,NXH382,336,13,8,1842.5,14740.0,1529.2749999999999
SO - 0005263,2017-07-10,136,Wholesale,USD,NXH382,37,2,6,1943.0,11658.0,1515.54
SO - 0007576,2017-07-10,76,Distributor,USD,NXH382,811,27,11,891.1,9802.1,356.44000000000005
SO - 0010272,2017-07-10,148,Distributor,USD,NXH382,535,17,7,6143.900000000001,43007.3,4054.9740000000006
SO - 0009576,2017-07-10,154,Distributor,USD,GUT930,143,3,6,1078.7,6472.200000000001,862.96
SO - 0009292,2017-07-10,92,Wholesale,USD,FLR025,191,18,7,904.5,6331.5,524.61
SO - 0009798,2017-07-10,37,Wholesale,USD,GUT930,880,8,6,723.6,4341.6,586.1160000000001
SO - 0003887,2017-07-10,17,Wholesale,USD,AXW291,977,20,12,1822.4,21868.800000000003,1457.92
SO - 0005351,2017-07-10,152,Wholesale,USD,NXH382,102,3,11,227.8,2505.8,95.676
SO - 0007328,2017-07-10,148,Wholesale,USD,AXW291,684,17,6,3912.8,23476.800000000003,2425.936
SO - 0008665,2017-07-10,164,Wholesale,USD,AXW291,524,20,5,1132.3,5661.5,702.026
SO - 0001433,2017-07-10,26,Wholesale,USD,AXW291,910,28,11,2458.9,27047.9,1819.586
SO - 0001846,2017-07-10,137,Wholesale,USD,AXW291,971,23,12,1969.8,23637.6,1378.86
SO - 0002946,2017-07-10,140,Wholesale,USD,AXW291,304,20,10,2211.0,22110.0,1348.71
SO - 0003243,2017-07-10,32,Wholesale,USD,AXW291,213,25,6,1105.5,6633.0,740.6850000000001
SO - 0004038,2017-07-10,128,Distributor,USD,AXW291,479,20,5,3946.3,19731.5,1736.372
SO - 0005121,2017-07-10,88,Wholesale,USD,AXW291,634,30,6,5681.6,34089.600000000006,4090.752
SO - 0005903,2017-07-10,15,Wholesale,USD,AXW291,480,25,7,2472.3,17306.100000000002,1236.15
SO - 0006795,2017-07-10,126,Export,USD,NXH382,445,19,8,1098.8,8790.4,933.9799999999999
SO - 0007337,2017-07-10,106,Export,USD,NXH382,739,20,5,1882.7,9413.5,1016.6580000000001
SO - 0008120,2017-07-10,134,Wholesale,USD,FLR025,217,7,6,991.6,5949.6,793.2800000000001
SO - 0009950,2017-07-10,54,Wholesale,USD,GUT930,886,12,11,261.3,2874.3,125.424
SO - 0010366,2017-07-10,171,Wholesale,USD,AXW291,20,1,6,3537.6,21225.6,1627.296
SO - 0009385,2017-07-10,18,Wholesale,USD,AXW291,875,18,6,984.9,5909.4,512.148
SO - 000282,2017-07-10,38,Export,USD,GUT930,491,23,7,1011.7,7081.900000000001,687.9560000000001
SO - 000757,2017-07-10,157,Distributor,USD,AXW291,265,17,5,871.0,4355.0,661.96
SO - 0002290,2017-07-10,46,Distributor,USD,GUT930,535,26,6,6298.0,37788.0,3337.94
SO - 0006331,2017-07-10,96,Wholesale,USD,AXW291,636,25,5,1078.7,5393.5,571.711
SO - 0001002,2017-07-10,91,Distributor,USD,FLR025,522,19,11,5259.5,57854.5,4102.41
SO - 0002296,2017-07-10,5,Distributor,USD,AXW291,486,4,5,2934.6,14673.0,2406.372
SO - 0004998,2017-07-10,74,Distributor,USD,AXW291,178,6,12,911.2,10934.400000000001,537.608
SO - 0006655,2017-07-10,164,Wholesale,USD,AXW291,48,3,8,1145.7,9165.6,618.6780000000001
SO - 0008678,2017-07-10,53,Wholesale,USD,AXW291,547,12,11,5788.8,63676.8,4457.376
SO - 0009560,2017-07-10,84,Wholesale,USD,AXW291,898,25,11,1011.7,11128.7,819.4770000000001
SO - 0010335,2017-07-10,80,Distributor,USD,FLR025,710,18,5,3959.7000000000003,19798.5,2296.626
SO - 0001707,2017-07-10,127,Distributor,USD,AXW291,357,20,8,174.20000000000002,1393.6000000000001,106.26200000000001
SO - 0002315,2017-07-10,122,Wholesale,USD,GUT930,124,1,5,964.8000000000001,4824.0,569.232
SO - 0003703,2017-07-10,5,Wholesale,USD,AXW291,901,14,8,247.9,1983.2,168.572
SO - 0003807,2017-07-10,175,Wholesale,USD,NXH382,764,25,10,1105.5,11055.0,795.9599999999999
SO - 0004443,2017-07-10,143,Export,USD,AXW291,253,21,6,1983.2,11899.2,1269.248
SO - 0005580,2017-07-10,59,Distributor,USD,GUT930,511,29,6,187.6,1125.6,76.916
SO - 0005916,2017-07-10,20,Distributor,USD,AXW291,764,30,11,5808.900000000001,63897.90000000001,2555.916
SO - 0007418,2017-07-10,159,Wholesale,USD,AXW291,340,30,6,1011.7,6070.200000000001,829.5939999999999
